ABANICO,[1, 0, 1]
ABATIDO,[0, 1, 0]
ABDALAH,[0, 0, 2]
ABDICAR,[0, 1, 0]
ABDOMEN,[0, 1, 0]
ABIERTA,[2, 0, 5]
ABIERTO,[0, 2, 5]
ABOGADO,[2, 0, 0]
ABONARÉ,[0, 0, 1]
ABRAZAR,[0, 1, 0]
ABRAZOS,[1, 0, 1]
ABREVIA,[0, 0, 1]
ABRIERA,[0, 1, 0]
ABRIRLA,[0, 1, 1]
ABRIRLO,[0, 0, 1]
ABRIRSE,[0, 2, 1]
ABRIRÁS,[0, 0, 1]
ABSORBÍ,[0, 0, 1]
ABSORTO,[1, 0, 0]
ABSURDO,[1, 2, 0]
ABUELOS,[1, 0, 0]
ABUNDAN,[0, 0, 1]
ABUSADO,[0, 1, 0]
ACABABA,[4, 6, 4]
ACABADO,[1, 1, 2]
ACABARA,[1, 1, 0]
ACABARÁ,[0, 3, 2]
ACABARÉ,[0, 1, 0]
ACABASE,[1, 0, 1]
ACABÁIS,[0, 0, 1]
ACARREÓ,[0, 0, 1]
ACCEDER,[0, 2, 0]
ACCESOS,[0, 0, 2]
ACEPTAN,[0, 0, 1]
ACEPTAR,[1, 0, 2]
ACEQUIA,[6, 0, 0]
ACERQUÉ,[0, 0, 1]
ACIERTA,[0, 1, 0]
ACIERTO,[0, 1, 0]
ACOGIDA,[0, 0, 7]
ACOGIDO,[0, 0, 1]
ACOGÍAN,[0, 1, 0]
ACOMETE,[0, 1, 0]
ACOSADO,[1, 0, 0]
ACTITUD,[1, 17, 0]
ACTORES,[0, 1, 0]
ACUDIRÉ,[0, 0, 1]
ACUDÍAN,[3, 2, 0]
ACUERDA,[1, 2, 0]
ACUERDE,[0, 1, 1]
ACUERDO,[0, 2, 1]
ACUESTA,[0, 0, 1]
ACÓLITO,[1, 0, 0]
ADENTRO,[5, 0, 1]
ADIVINA,[1, 0, 3]
ADIVINÓ,[1, 2, 0]
ADMIRAR,[0, 0, 1]
ADMITEN,[1, 0, 0]
ADOPTAR,[0, 4, 0]
ADORABA,[2, 1, 0]
ADORADA,[0, 4, 0]
ADORADO,[0, 1, 1]
ADORNAR,[0, 0, 1]
ADORNOS,[1, 2, 0]
ADUANAS,[1, 1, 0]
ADUARES,[0, 0, 1]
ADVERTÍ,[0, 0, 5]
AFECTOS,[0, 1, 0]
AFICIÓN,[1, 5, 1]
AFILADO,[0, 0, 1]
AFINADO,[0, 0, 2]
AFIRMAR,[1, 1, 0]
AFIRMAS,[0, 0, 2]
AFLIGIÓ,[0, 0, 2]
AFLIGÍA,[0, 0, 1]
AFLUÍAN,[1, 0, 1]
AFSANAH,[0, 0, 1]
AFUERAS,[8, 0, 0]
AGALLAS,[2, 0, 0]
AGENTES,[0, 7, 0]
AGITABA,[1, 2, 0]
AGITADA,[1, 0, 0]
AGITADO,[0, 2, 0]
AGONICE,[0, 1, 0]
AGOTADO,[0, 0, 2]
AGRADAR,[0, 1, 0]
AGRESOR,[1, 0, 0]
AGUANTE,[2, 0, 0]
AGUARDA,[0, 1, 1]
AGUARDO,[0, 1, 0]
AGUARDÉ,[0, 0, 1]
AGUARDÓ,[0, 0, 2]
AGUIJÓN,[0, 1, 0]
AHOGADA,[1, 0, 0]
AHOGADO,[1, 0, 1]
AHORCAR,[0, 1, 1]
AHORQUE,[0, 2, 0]
AHORROS,[2, 0, 0]
AHUMADA,[1, 0, 0]
AISLADO,[0, 1, 0]
AJEDREZ,[0, 0, 1]
AJORCAS,[0, 0, 1]
AJUSTAR,[1, 1, 0]
AKNAMUS,[0, 0, 2]
ALABADA,[0, 1, 0]
ALABADO,[0, 1, 3]
ALADINO,[0, 0, 1]
ALAMEDA,[0, 1, 0]
ALARCÓN,[0, 0, 1]
ALARGUÉ,[0, 0, 1]
ALARIDO,[1, 0, 0]
ALBERGA,[0, 1, 1]
ALCALDE,[7, 1, 0]
ALCANCE,[1, 1, 2]
ALCANZA,[0, 2, 0]
ALCANZÓ,[0, 0, 1]
ALCOHOL,[0, 1, 0]
ALCÁZAR,[1, 2, 0]
ALEGABA,[0, 1, 0]
ALEGRES,[5, 3, 1]
ALEGRÍA,[1, 15, 22]
ALEJABA,[1, 0, 1]
ALEJADO,[0, 1, 2]
ALEJARA,[0, 1, 0]
ALFANJE,[0, 0, 11]
ALFONSO,[0, 1, 0]
ALFREDO,[0, 0, 1]
ALGODÓN,[1, 0, 0]
ALGUIEN,[9, 5, 9]
ALGUNAS,[7, 23, 8]
ALGUNOS,[19, 34, 11]
ALIADOS,[0, 0, 1]
ALIANZA,[0, 2, 0]
ALIENTO,[1, 0, 1]
ALIMAÑA,[1, 0, 0]
ALMACÉN,[0, 1, 0]
ALMANSA,[0, 2, 0]
ALNADIM,[0, 0, 1]
ALNAHAR,[0, 0, 1]
ALNEMÁN,[0, 0, 2]
ALQUILÓ,[0, 0, 1]
ALTARES,[1, 0, 0]
ALTERAN,[0, 1, 0]
ALTIVEZ,[1, 1, 0]
ALTURAS,[2, 2, 0]
ALVAREZ,[0, 14, 0]
ALZAMAN,[0, 0, 2]
ALZANDO,[0, 0, 1]
ALÉJALE,[0, 0, 1]
ALÍSATE,[0, 0, 1]
AMABLES,[0, 2, 1]
AMANTES,[0, 4, 1]
AMARGAS,[0, 0, 1]
AMARGOS,[0, 0, 1]
AMASADO,[1, 0, 0]
AMENAZA,[3, 2, 2]
AMIGOSY,[0, 1, 0]
AMIGOTE,[1, 0, 0]
AMISTAD,[0, 2, 3]
AMODIJO,[0, 1, 0]
AMOROSA,[0, 7, 0]
AMOROSO,[0, 2, 1]
AMORÍOS,[1, 0, 0]
AMPLIAS,[0, 1, 1]
AMPLIOS,[1, 0, 0]
AMÉRICA,[1, 2, 3]
ANCHURA,[0, 1, 1]
ANCIANA,[0, 0, 3]
ANCIANO,[1, 1, 16]
ANDABAN,[1, 1, 0]
ANDAMIO,[2, 0, 0]
ANDANDO,[1, 0, 7]
ANDANTE,[1, 0, 0]
ANDARÍA,[0, 1, 0]
ANDRAJO,[0, 1, 0]
ANGOSTA,[1, 2, 0]
ANGOSTO,[1, 0, 0]
ANHELAR,[0, 0, 1]
ANHELOS,[0, 0, 1]
ANILLOS,[0, 0, 2]
ANIMABA,[1, 2, 0]
ANIMADA,[0, 1, 0]
ANIMADO,[3, 0, 0]
ANIMOSO,[0, 0, 2]
ANONADÓ,[1, 0, 0]
ANORMAL,[0, 2, 0]
ANOTABA,[0, 1, 0]
ANOTADO,[0, 1, 0]
ANSIABA,[3, 3, 0]
ANSIADA,[0, 2, 0]
ANSIADO,[0, 1, 0]
ANSIOSA,[2, 0, 0]
ANSIOSO,[0, 1, 0]
ANTIGUA,[2, 8, 8]
ANTIGUO,[3, 17, 4]
ANTONIO,[27, 68, 0]
ANUNCIA,[0, 1, 0]
ANUNCIE,[0, 1, 1]
ANUNCIO,[0, 3, 1]
ANUNCIÓ,[0, 0, 1]
ANZUELO,[4, 1, 0]
ANÓNIMO,[1, 0, 1]
APAGADA,[0, 1, 0]
APAGADO,[0, 1, 0]
APALEAR,[1, 0, 0]
APARECE,[0, 1, 2]
APAREJO,[5, 0, 0]
APARTAR,[1, 0, 1]
APEARSE,[0, 1, 0]
APENADO,[0, 0, 1]
APLACAR,[0, 1, 0]
APLASTA,[0, 0, 1]
APLAUDE,[0, 0, 1]
APODADO,[1, 0, 0]
APODERA,[0, 0, 1]
APODERE,[0, 0, 1]
APODERÓ,[0, 3, 3]
APOYABA,[0, 1, 0]
APOYADA,[0, 1, 0]
APOYADO,[2, 0, 1]
APOYASE,[0, 0, 1]
APRECIA,[0, 1, 1]
APRENDA,[0, 0, 1]
APRENDÍ,[0, 0, 2]
APRIETA,[1, 0, 0]
APUESTA,[0, 0, 1]
APUESTO,[0, 1, 2]
APULEYO,[0, 0, 1]
APUNTAR,[1, 0, 0]
APURADA,[0, 1, 0]
APURADO,[0, 1, 0]
APÓSTOL,[0, 2, 0]
AQUELLA,[71, 114, 34]
AQUELLO,[21, 13, 21]
AQUÉLLA,[2, 7, 4]
ARAÑAZO,[0, 1, 0]
ARCADAS,[0, 1, 1]
ARCHIVO,[0, 6, 0]
ARCONES,[1, 0, 0]
ARDILLA,[0, 1, 0]
ARGOLLA,[1, 0, 2]
ARISTAS,[1, 0, 0]
ARMADAS,[1, 1, 0]
ARMADOS,[0, 1, 0]
ARMANDO,[1, 0, 0]
ARMARIO,[0, 0, 1]
ARMARON,[0, 0, 1]
ARMARTE,[0, 0, 1]
ARMAZÓN,[0, 1, 0]
ARMONÍA,[1, 1, 0]
ARQUERO,[0, 0, 1]
ARRAIGÓ,[0, 1, 0]
ARRANCA,[0, 1, 0]
ARRANCÓ,[1, 0, 1]
ARRAYÁN,[0, 0, 1]
ARREABA,[1, 0, 0]
ARREGLA,[1, 0, 0]
ARREGLO,[1, 2, 0]
ARREGLÓ,[1, 0, 1]
ARRIADO,[1, 0, 0]
ARRIBAR,[0, 0, 1]
ARRIERO,[0, 1, 0]
ARROBAS,[2, 0, 0]
ARROJAN,[0, 1, 0]
ARROJAR,[0, 3, 1]
ARROJEN,[0, 0, 1]
ARROJES,[0, 1, 0]
ARROYOS,[0, 0, 1]
ARRUGAS,[0, 4, 1]
ARTERIA,[0, 1, 0]
ARTISTA,[2, 4, 5]
ASALTAR,[1, 0, 0]
ASALTOS,[1, 0, 3]
ASCENSO,[1, 2, 0]
ASEGURA,[0, 5, 1]
ASEGURO,[0, 1, 1]
ASEGURÓ,[0, 1, 1]
ASESINA,[0, 0, 1]
ASESINE,[0, 0, 1]
ASESINO,[1, 1, 9]
ASESINÓ,[0, 0, 2]
ASFIXIA,[1, 1, 1]
ASIDERO,[1, 0, 0]
ASIDUOS,[1, 1, 0]
ASIENTO,[8, 10, 1]
ASIGNAR,[0, 0, 1]
ASINTIÓ,[0, 2, 0]
ASISTIR,[1, 3, 1]
ASISTIÓ,[0, 1, 0]
ASISTÍA,[0, 1, 0]
ASOCIAR,[0, 0, 1]
ASOMABA,[2, 0, 0]
ASOMADO,[0, 1, 1]
ASOMBRA,[0, 0, 1]
ASOMBRO,[7, 7, 14]
ASOMBRÓ,[0, 0, 9]
ASPECTO,[2, 16, 8]
ASPIRAN,[0, 1, 0]
ASTUCIA,[0, 5, 1]
ASTUTAS,[0, 1, 0]
ASTUTOS,[1, 0, 0]
ASUNTOS,[2, 13, 8]
ASUSTAR,[1, 1, 1]
ATACADA,[0, 1, 0]
ATALAYA,[0, 1, 0]
ATAQUES,[0, 1, 0]
ATENDÍA,[1, 0, 0]
ATENTAR,[0, 1, 0]
ATENTOS,[1, 0, 0]
ATENUAR,[0, 0, 1]
ATESORA,[0, 1, 0]
ATIENDE,[0, 0, 2]
ATIENDO,[0, 1, 0]
ATIZADO,[1, 0, 0]
ATRAPAR,[2, 2, 0]
ATRAÍAN,[1, 0, 0]
ATRAÍDO,[1, 0, 0]
ATREVES,[0, 0, 2]
ATREVIÓ,[1, 4, 1]
ATREVÍA,[2, 1, 0]
ATROCES,[1, 1, 0]
ATTACHÉ,[1, 0, 0]
AUDACES,[2, 2, 0]
AUDACIA,[1, 4, 0]
AUGUSTA,[0, 1, 0]
AULLABA,[1, 0, 0]
AUMENTA,[0, 0, 1]
AUMENTO,[2, 1, 0]
AUMENTÓ,[1, 0, 0]
AURORAS,[0, 0, 1]
AUSENTE,[0, 0, 4]
AUSENTO,[0, 0, 1]
AUSENTÓ,[0, 0, 3]
AUSTERA,[1, 0, 0]
AUTORES,[0, 1, 4]
AUXILIO,[3, 6, 1]
AVANZAR,[0, 3, 0]
AVANZAS,[0, 1, 0]
AVISABA,[1, 0, 0]
AVISADO,[1, 2, 2]
AVISARA,[0, 1, 0]
AVISARÉ,[0, 1, 1]
AVISTAR,[0, 0, 1]
AYUDABA,[4, 0, 0]
AYUDADO,[0, 1, 0]
AYUDASE,[0, 0, 1]
AZAFRÁN,[0, 0, 1]
AZOTADA,[0, 0, 1]
AZOTADO,[1, 0, 0]
AZULADA,[1, 1, 0]
AZULADO,[0, 2, 0]
AZUZABA,[0, 1, 0]
AÑADIDO,[0, 0, 1]
BABUCHA,[0, 0, 3]
BAIBARS,[0, 0, 1]
BAJABAN,[1, 1, 0]
BAJAMOS,[0, 1, 0]
BAJANDO,[0, 1, 1]
BAJARON,[0, 0, 4]
BAJASEN,[1, 0, 0]
BALANZA,[0, 0, 1]
BALLENA,[0, 0, 1]
BANANAS,[0, 0, 1]
BANASTA,[1, 0, 4]
BANDEJA,[0, 0, 9]
BANDERA,[0, 1, 0]
BANDIDO,[0, 3, 0]
BARAMKA,[0, 0, 3]
BARANDA,[0, 1, 0]
BARBERO,[0, 1, 0]
BARKHIA,[0, 0, 1]
BARONET,[0, 2, 0]
BARRACA,[14, 0, 2]
BARRIDO,[1, 1, 2]
BARRIGA,[0, 1, 0]
BARRIOS,[0, 2, 0]
BASELGA,[0, 207, 0]
BASSORA,[0, 0, 1]
BASTABA,[3, 0, 1]
BASTADO,[0, 1, 1]
BASTERA,[0, 1, 0]
BATALLA,[1, 3, 2]
BATIRME,[0, 1, 0]
BATIRSE,[0, 2, 0]
BATISTE,[2, 0, 0]
BAUTIZA,[1, 0, 0]
BAUTIZO,[1, 0, 0]
BAÑARSE,[0, 0, 1]
BAÑARTE,[0, 0, 1]
BEBIDAS,[4, 0, 7]
BEBIMOS,[0, 0, 4]
BECERRO,[0, 0, 3]
BEDUINO,[1, 0, 1]
BELLEZA,[7, 7, 9]
BENAMOR,[0, 0, 2]
BENAYUB,[0, 0, 1]
BENDIGA,[0, 0, 2]
BENDIGO,[0, 0, 1]
BENDITA,[0, 0, 4]
BENDITO,[1, 1, 3]
BERGSON,[0, 0, 1]
BERLINA,[0, 1, 0]
BESABAN,[0, 0, 1]
BESANDO,[0, 0, 2]
BESARLA,[0, 0, 1]
BESARLE,[1, 0, 0]
BESARME,[0, 0, 1]
BESARON,[1, 0, 2]
BESTIAS,[3, 1, 0]
BICHERO,[2, 0, 0]
BIGOTES,[0, 3, 1]
BILLETE,[3, 0, 0]
BIZARRO,[1, 0, 0]
BLANCAS,[6, 1, 2]
BLANCOS,[4, 0, 4]
BLONDAS,[1, 0, 0]
BLOQUEO,[0, 1, 0]
BODEGAS,[0, 1, 0]
BOFETÓN,[0, 1, 0]
BOHEMIA,[1, 0, 0]
BOHEMIO,[1, 0, 0]
BOLITAS,[0, 1, 0]
BONITAS,[0, 1, 0]
BORDADA,[0, 0, 2]
BORDADO,[0, 0, 2]
BORDETA,[1, 0, 0]
BORRADO,[1, 1, 0]
BORRICO,[0, 1, 3]
BOSQUES,[0, 1, 0]
BOSSUET,[0, 1, 0]
BOSTEZO,[1, 1, 0]
BOTALÓN,[1, 0, 0]
BOTELLA,[4, 0, 0]
BOTICAS,[1, 0, 0]
BOTONES,[2, 1, 0]
BOURGES,[0, 0, 1]
BOURGET,[0, 0, 1]
BRASERO,[1, 6, 0]
BRAVURA,[0, 1, 0]
BREBAJE,[1, 0, 0]
BRECHAS,[0, 1, 0]
BRESLAU,[0, 0, 1]
BRILLAN,[0, 1, 0]
BRILLAR,[0, 2, 1]
BRINCAR,[0, 0, 1]
BRIOSOS,[1, 0, 0]
BROCADO,[0, 0, 3]
BROCHAS,[0, 1, 0]
BROTABA,[0, 0, 2]
BROTADO,[0, 0, 1]
BRUSCOS,[0, 1, 0]
BUFANDO,[1, 0, 0]
BURGUÉS,[1, 0, 0]
BURLABA,[2, 3, 0]
BURLONA,[1, 3, 0]
BUSCABA,[6, 4, 0]
BUSCARÁ,[0, 0, 1]
BUSCARÉ,[0, 1, 0]
BUSCASE,[1, 0, 0]
BUSQUES,[0, 0, 1]
BUTACAS,[2, 0, 0]
BÁRBARA,[0, 1, 0]
BÁRBARO,[1, 1, 1]
BÍBLICA,[1, 1, 0]
BÚFALOS,[0, 0, 1]
BÚRLESE,[0, 1, 0]
BÜCHNER,[0, 0, 1]
CABALLO,[2, 2, 19]
CABAÑAL,[3, 0, 0]
CABELLO,[0, 3, 5]
CABEZAS,[2, 2, 3]
CABRERA,[0, 1, 0]
CACERÍA,[0, 0, 2]
CADALSO,[0, 2, 0]
CADENAS,[1, 2, 1]
CADERAS,[1, 0, 1]
CADÁVER,[3, 4, 1]
CAERÍAN,[0, 1, 0]
CAJONES,[1, 0, 0]
CALADOS,[0, 0, 1]
CALAFIA,[0, 0, 1]
CALCULA,[1, 0, 0]
CALCULE,[0, 2, 0]
CALCUTA,[0, 0, 2]
CALDERA,[1, 0, 0]
CALDERO,[2, 0, 1]
CALETRE,[1, 0, 0]
CALIDAD,[0, 2, 5]
CALIFAS,[0, 0, 2]
CALLABA,[1, 0, 0]
CALLADA,[0, 1, 0]
CALLADO,[1, 1, 0]
CALLEJA,[0, 1, 2]
CALLOSA,[2, 0, 0]
CALMADO,[0, 0, 1]
CALORES,[0, 1, 0]
CAMARÍN,[0, 0, 1]
CAMBIAN,[0, 0, 1]
CAMBIAR,[1, 2, 1]
CAMELLO,[0, 0, 1]
CAMINAR,[0, 0, 2]
CAMINOS,[3, 0, 1]
CAMPANA,[1, 1, 0]
CAMPAÑA,[1, 5, 0]
CAMPEÓN,[0, 4, 0]
CANALLA,[1, 7, 0]
CANCIÓN,[0, 1, 2]
CANSADA,[2, 2, 1]
CANSADO,[1, 1, 3]
CANTABA,[2, 1, 1]
CANTADA,[1, 0, 0]
CAPACES,[1, 2, 2]
CAPAZOS,[1, 0, 0]
CAPITAL,[0, 9, 6]
CAPITÁN,[12, 22, 15]
CAPOTES,[0, 1, 0]
CARECEN,[0, 2, 0]
CARECER,[0, 1, 1]
CARECÍA,[1, 0, 1]
CAREZCO,[0, 1, 0]
CARGABA,[0, 0, 1]
CARGADA,[1, 2, 1]
CARGADO,[2, 0, 2]
CARGUES,[0, 0, 1]
CARICIA,[3, 2, 0]
CARIDAD,[2, 1, 0]
CARITAS,[1, 0, 0]
CARMESÍ,[0, 0, 1]
CARNERO,[0, 0, 7]
CARNOSO,[1, 0, 0]
CARPETA,[0, 1, 0]
CARRERA,[3, 2, 0]
CARRETA,[1, 0, 0]
CARROZA,[0, 1, 0]
CARTERA,[0, 1, 0]
CARTETA,[1, 0, 0]
CARTONÉ,[0, 0, 1]
CASACAS,[0, 2, 0]
CASADOS,[2, 0, 0]
CASAMOS,[0, 0, 1]
CASARME,[0, 1, 0]
CASARON,[1, 1, 1]
CASARSE,[4, 2, 2]
CASARTE,[0, 0, 1]
CASCADO,[0, 1, 0]
CASEMOS,[0, 0, 1]
CASERÓN,[1, 10, 0]
CASITAS,[2, 0, 0]
CASTIGO,[0, 3, 9]
CASTRAR,[0, 0, 1]
CASUCHA,[2, 0, 0]
CATORCE,[6, 0, 0]
CAUSABA,[0, 13, 0]
CAUSADO,[0, 3, 1]
CAUSARÁ,[0, 1, 0]
CAUSÁIS,[0, 1, 0]
CAUTELA,[0, 3, 0]
CAUTIVA,[0, 0, 1]
CAVARON,[0, 0, 1]
CAVERNA,[0, 1, 1]
CAYENDO,[3, 0, 1]
CAYERAN,[0, 2, 0]
CAYERAS,[0, 1, 0]
CAYERON,[1, 1, 3]
CAYESEN,[2, 0, 1]
CAYESES,[0, 0, 1]
CAZANDO,[1, 0, 0]
CAZUELA,[2, 0, 0]
CAÑARES,[2, 0, 0]
CAÑONES,[3, 10, 0]
CEBOLLA,[2, 0, 0]
CEGARON,[1, 0, 1]
CEGUERA,[2, 0, 1]
CELEBRA,[0, 0, 1]
CELEBRO,[0, 1, 0]
CELESTE,[0, 1, 0]
CELOSÍA,[1, 0, 0]
CENAMOS,[0, 0, 1]
CENIZAS,[0, 1, 3]
CERCADO,[1, 0, 0]
CERCANA,[0, 3, 0]
CERCANO,[1, 2, 1]
CEREBRO,[4, 14, 1]
CERRABA,[2, 0, 0]
CERRADA,[2, 5, 3]
CERRADO,[3, 3, 1]
CERRAJA,[1, 2, 0]
CERROJO,[1, 0, 0]
CERTERO,[1, 1, 0]
CERTEZA,[0, 7, 1]
CESAMOS,[0, 0, 1]
CESARON,[0, 0, 3]
CEÑIRSE,[0, 0, 1]
CEÑUDOS,[0, 1, 0]
CHANTRE,[1, 0, 0]
CHANZAS,[0, 0, 1]
CHARLAR,[0, 1, 0]
CHEITÁN,[0, 0, 3]
CHILLAR,[0, 0, 1]
CHISMES,[0, 1, 0]
CHISPAS,[12, 0, 2]
CHOQUES,[1, 0, 0]
CHORROS,[0, 1, 0]
CHUPABA,[1, 0, 0]
CHUSCOS,[0, 1, 0]
CICERÓN,[0, 0, 1]
CIENCIA,[0, 1, 13]
CIENTOS,[0, 1, 0]
CIERTAS,[3, 10, 1]
CIERTOS,[2, 10, 0]
CIFRABA,[0, 1, 0]
CIGARRO,[3, 0, 0]
CINCELÓ,[0, 0, 1]
CINTURA,[3, 2, 0]
CIRCULA,[0, 0, 2]
CIRCULÓ,[1, 0, 1]
CITANDO,[0, 1, 0]
CITARLO,[0, 1, 0]
CLAUDIO,[0, 91, 0]
CLÁSICA,[0, 1, 1]
CLÉRIGO,[0, 3, 0]
COBARDE,[4, 3, 1]
COBRARÉ,[0, 0, 1]
COBRIZA,[1, 0, 0]
COBRIZO,[1, 0, 0]
COCHERA,[3, 0, 0]
COCHERO,[7, 1, 0]
COCIDOS,[1, 0, 0]
COCINAS,[0, 1, 0]
CODICIA,[1, 0, 0]
COGERLA,[0, 0, 1]
COGERLO,[0, 0, 1]
COGERÁN,[1, 0, 0]
COGERÁS,[0, 0, 1]
COGIDOS,[2, 0, 0]
COGOLLO,[1, 0, 0]
COLCHÓN,[0, 0, 2]
COLEGAS,[0, 1, 0]
COLEGIO,[0, 27, 0]
COLETEO,[1, 0, 0]
COLGABA,[0, 1, 1]
COLGADO,[0, 0, 2]
COLINAS,[0, 0, 2]
COLIRIO,[0, 0, 1]
COLMABA,[0, 0, 1]
COLMADO,[0, 1, 4]
COLMARÉ,[0, 0, 1]
COLOFÓN,[0, 1, 0]
COLOQUÉ,[0, 0, 1]
COLORES,[8, 1, 13]
COLOREÓ,[0, 1, 0]
COLOSAL,[1, 3, 0]
COLUMNA,[0, 3, 2]
COMARCA,[0, 0, 2]
COMBATE,[0, 5, 0]
COMEDIA,[1, 4, 0]
COMEDOR,[0, 1, 0]
COMEMOS,[1, 0, 0]
COMENCÉ,[2, 0, 4]
COMENZÓ,[7, 11, 8]
COMEROS,[0, 0, 1]
COMERSE,[1, 0, 0]
COMERÍA,[1, 0, 0]
COMETAS,[0, 1, 0]
COMETER,[0, 2, 2]
COMETIÓ,[0, 0, 1]
COMETÍA,[0, 1, 0]
COMIDAS,[0, 1, 0]
COMIERA,[1, 0, 0]
COMIMOS,[0, 0, 4]
COMPARE,[0, 0, 1]
COMPRAR,[0, 1, 10]
COMPRAS,[3, 0, 1]
COMUNES,[0, 1, 0]
CONCEDA,[0, 3, 0]
CONCEDE,[0, 2, 0]
CONCEDO,[0, 0, 3]
CONCEDÍ,[0, 1, 0]
CONCHAS,[1, 0, 0]
CONCISO,[0, 1, 0]
CONDESA,[2, 28, 0]
CONDUCE,[0, 0, 3]
CONDUJO,[0, 0, 3]
CONFESÓ,[0, 1, 0]
CONFIAR,[0, 1, 0]
CONFUSA,[1, 3, 0]
CONFUSO,[0, 3, 1]
CONFÍAN,[0, 1, 0]
CONFÍES,[0, 0, 1]
CONJURO,[0, 0, 12]
CONMIGO,[0, 3, 30]
CONOCEN,[3, 2, 0]
CONOCER,[1, 12, 2]
CONOCES,[0, 2, 1]
CONOCIÓ,[2, 2, 0]
CONOCÍA,[4, 8, 4]
CONOZCA,[0, 1, 1]
CONOZCO,[3, 12, 2]
CONSEJO,[3, 5, 4]
CONSIGO,[0, 0, 2]
CONSOLA,[0, 2, 0]
CONSUME,[0, 1, 0]
CONTABA,[2, 0, 0]
CONTADO,[0, 0, 3]
CONTARÁ,[0, 0, 1]
CONTARÉ,[0, 0, 8]
CONTIGO,[1, 1, 21]
CONTUVO,[1, 0, 0]
CONVITE,[1, 0, 0]
COPIADO,[0, 0, 1]
CORAZAS,[0, 1, 1]
CORAZÓN,[8, 16, 57]
CORDAJE,[2, 0, 0]
CORDIAL,[0, 0, 2]
CORDURA,[0, 1, 0]
CORNEJA,[0, 0, 1]
CORNETA,[1, 0, 0]
CORNUDO,[0, 0, 1]
CORREAS,[0, 0, 1]
CORREOS,[0, 1, 1]
CORRIDO,[2, 0, 0]
CORRÍAN,[4, 0, 4]
CORTADA,[0, 1, 1]
CORTADO,[0, 1, 3]
CORTARÁ,[0, 0, 1]
CORTEJO,[1, 0, 0]
CORTEZA,[1, 0, 0]
CORTIJO,[0, 1, 0]
CORTINA,[0, 6, 0]
COSERTE,[0, 0, 1]
COSIDAS,[0, 0, 1]
COSTABA,[1, 0, 0]
COSTADO,[0, 2, 2]
COSTARA,[1, 0, 1]
COVOYES,[0, 1, 0]
CREABAN,[0, 1, 0]
CREADOR,[0, 1, 4]
CREANDO,[0, 1, 0]
CREARON,[0, 0, 1]
CREARSE,[0, 1, 0]
CRECIDO,[0, 1, 0]
CRECÍAN,[0, 1, 0]
CREEDME,[0, 1, 0]
CREERLA,[1, 1, 0]
CREERLO,[2, 1, 1]
CREERME,[0, 1, 0]
CREERSE,[0, 2, 0]
CREERÁN,[1, 0, 0]
CREERÍA,[0, 1, 1]
CREYERA,[0, 1, 0]
CREÍAME,[0, 0, 1]
CREÍASE,[0, 1, 0]
CREÍMOS,[0, 0, 1]
CRIADAS,[1, 0, 0]
CRIADOS,[1, 6, 0]
CRIANZA,[0, 0, 1]
CRIARSE,[0, 0, 1]
CRIBADA,[0, 0, 2]
CRIOLLA,[0, 1, 0]
CRIOLLO,[0, 1, 0]
CRISTAL,[2, 1, 2]
CRITICA,[0, 0, 1]
CRUCERO,[2, 0, 0]
CRUELES,[4, 4, 4]
CRUJIDO,[1, 0, 0]
CRUJÍAN,[1, 0, 0]
